names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,sex,cluster
CG7582,3.8869562,1.26346,0.00010150903748170034,0.001694922818992391,0.11630901287553648,Male,Neuropeptide/cholinergic neurons
Rab21,3.8074207,1.0712354,0.00014042375147585418,0.002261063549193113,0.1296137339055794,Male,Neuropeptide/cholinergic neurons
Lztr1,3.7867126,1.0768919,0.00015265353362049614,0.002432279635686572,0.1313304721030043,Male,Neuropeptide/cholinergic neurons
CG17724,3.763456,2.110442,0.00016758112204142046,0.002649346688148994,0.08326180257510729,Male,Neuropeptide/cholinergic neurons
Clamp,3.6729789,1.2353212,0.00023973932870793816,0.00366188305466298,0.11373390557939914,Male,Neuropeptide/cholinergic neurons
ND-AGGG,3.3722372,1.4445802,0.0007456018507041882,0.010131706753883335,0.09527896995708154,Male,Neuropeptide/cholinergic neurons
CG2991,3.3241851,1.1496153,0.000886772907779946,0.011812978112491542,0.10858369098712446,Male,Neuropeptide/cholinergic neurons
caz,3.3236756,1.3940284,0.0008883949133804126,0.011821665501303329,0.09356223175965665,Male,Neuropeptide/cholinergic neurons
Clic,3.2905176,1.0354532,0.0010000327449449602,0.013106880782939914,0.11587982832618025,Male,Neuropeptide/cholinergic neurons
Arl1,3.2142062,1.4022313,0.0013080568889480902,0.01666029824387489,0.0927038626609442,Male,Neuropeptide/cholinergic neurons
CG32085,3.1212015,1.1710365,0.0018011473537493333,0.02204235451290223,0.1017167381974249,Male,Neuropeptide/cholinergic neurons
18SrRNA-Psi:CR41602,3.090446,2.13519,0.001998560753925384,0.02395325174984907,0.06909871244635193,Male,Neuropeptide/cholinergic neurons
Bet3,3.0689058,1.288321,0.00214844275459674,0.025548652425150892,0.09313304721030043,Male,Neuropeptide/cholinergic neurons
CG5412,3.0359871,1.4981142,0.0023974964811614395,0.028099119816227678,0.0815450643776824,Male,Neuropeptide/cholinergic neurons
galla-2,3.0078423,2.242583,0.0026310965563078503,0.030551635603458114,0.06351931330472103,Male,Neuropeptide/cholinergic neurons
FucT6,2.908722,1.8523841,0.00362909597133282,0.04036044780526984,0.06824034334763948,Male,Neuropeptide/cholinergic neurons
Mctp,2.8811076,1.0545985,0.003962804678865389,0.043633808699810504,0.09742489270386266,Male,Neuropeptide/cholinergic neurons
CG6276,2.864539,1.2561938,0.0041761688150473795,0.04569418463789274,0.08454935622317597,Male,Neuropeptide/cholinergic neurons
mRpS22,-2.9396334,-1.0040048,0.0032860092205096473,0.03705195780646817,0.05150214592274678,Male,Neuropeptide/cholinergic neurons
CG13148,-3.2275505,-1.0132344,0.0012485497300463665,0.015969121363625563,0.06351931330472103,Male,Neuropeptide/cholinergic neurons
Nfs1,-4.2099247,-1.0836139,2.554560051664346e-05,0.0004820051465903516,0.07424892703862661,Male,Neuropeptide/cholinergic neurons
Dlip3,-4.4828544,-1.0509523,7.365127015402619e-06,0.00015459844096501614,0.08540772532188841,Male,Neuropeptide/cholinergic neurons
Hsp23,-11.237709,-1.3361635,2.662018186745228e-29,3.7729464742136725e-27,0.23819742489270387,Male,Neuropeptide/cholinergic neurons
ND-18,-11.907433,-1.0034162,1.0826005982858527e-32,1.9695251779860088e-30,0.3592274678111588,Male,Neuropeptide/cholinergic neurons
Hsp27,-12.175099,-1.5838072,4.218823225143693e-34,8.570539381879411e-32,0.21244635193133046,Male,Neuropeptide/cholinergic neurons
SdhB,-12.68521,-1.0879399,7.142188483514514e-37,1.6425685929350642e-34,0.348068669527897,Male,Neuropeptide/cholinergic neurons
Hsp26,-13.254004,-1.5605202,4.277610888953533e-40,1.184995434669423e-37,0.24935622317596567,Male,Neuropeptide/cholinergic neurons
Hr38,-15.10301,-1.4458176,1.5470593179797916e-51,7.857127511189868e-49,0.311587982832618,Male,Neuropeptide/cholinergic neurons
mt:lrRNA,16.995022,3.1512933,8.939639284452443e-65,1.0896526323819082e-60,0.9075268817204301,Male,Olfactory projection neurons
snRNA:7SKa,15.78492,3.0261974,3.951545104491265e-56,2.4082691639322014e-52,0.8301075268817204,Male,Olfactory projection neurons
Cyt-c-p,6.290109,1.7000922,3.1724237770912835e-10,9.667168354741413e-07,0.443010752688172,Male,Olfactory projection neurons
RpL41,5.949998,1.0795435,2.681456488455088e-09,5.447378856296512e-06,0.6236559139784946,Male,Olfactory projection neurons
flw,5.2569222,1.468698,1.4648639809209394e-07,0.00011159516914653332,0.4064516129032258,Male,Olfactory projection neurons
Mic10b,5.24118,3.1679418,1.5955287051833782e-07,0.00011439940816164822,0.24946236559139784,Male,Olfactory projection neurons
RNaseMRP:RNA,4.5145984,5.084536,6.343686121657301e-06,0.0028638218569215124,0.18924731182795698,Male,Olfactory projection neurons
eIF4EHP,4.4652066,1.0609859,7.999158155492442e-06,0.003482204955617763,0.4559139784946237,Male,Olfactory projection neurons
ninaE,3.696887,1.3613036,0.00021825936920225294,0.04837024456738656,0.2967741935483871,Male,Olfactory projection neurons
NdufV3,-3.7035306,-1.2799338,0.00021261965635894088,0.04799298132146537,0.16129032258064516,Male,Olfactory projection neurons
SdhB,-4.2338443,-1.5377028,2.2973022213110313e-05,0.008485399022897019,0.13978494623655913,Male,Olfactory projection neurons
RpL18A,-5.6389155,-1.1391245,1.7112459956977217e-08,2.3175974935066147e-05,0.45376344086021503,Male,Olfactory projection neurons
snRNA:7SKa,17.880087,3.1051285,1.6857148382333318e-71,2.0547178163226082e-67,0.9114173228346457,Male,Optic lobe neurons
mt:lrRNA,17.453358,2.8367453,3.2457710430498802e-68,1.9781351621867496e-64,0.9409448818897638,Male,Optic lobe neurons
Cyt-c-p,11.318976,2.1300907,1.0569835562884821e-29,4.2945241892001034e-26,0.687007874015748,Male,Optic lobe neurons
flw,8.189153,1.7814946,2.630713233066439e-16,8.016440899461706e-13,0.5590551181102362,Male,Optic lobe neurons
RpL41,8.038776,1.159039,9.074027893206285e-16,2.212066519805828e-12,0.7362204724409449,Male,Optic lobe neurons
Mic10b,6.331857,2.1351852,2.422275929721354e-10,2.4604267756144655e-07,0.36811023622047245,Male,Optic lobe neurons
CG42613,6.2309914,1.1791443,4.634929740318523e-10,4.0353684717673197e-07,0.5826771653543307,Male,Optic lobe neurons
VhaM9.7-a,6.1122503,1.1546944,9.823593399292102e-10,6.302093681261654e-07,0.59251968503937,Male,Optic lobe neurons
RNaseMRP:RNA,5.569475,4.63715,2.5550788431870604e-08,1.1978406161387339e-05,0.23818897637795275,Male,Optic lobe neurons
Nca,5.2573724,1.7300081,1.461283161751055e-07,5.745671115672133e-05,0.35236220472440943,Male,Optic lobe neurons
sun,4.010947,1.1276011,6.047567633579566e-05,0.009961324579148828,0.3661417322834646,Male,Optic lobe neurons
CG9674,3.9444125,1.0352852,7.999589267781399e-05,0.012037900442591046,0.3956692913385827,Male,Optic lobe neurons
mt:srRNA,3.896462,3.3844035,9.760809619436284e-05,0.013997000994271631,0.18110236220472442,Male,Optic lobe neurons
28SrRNA-Psi:CR40596,3.5823731,3.1138248,0.00034048702982438607,0.037389156815580554,0.16929133858267717,Male,Optic lobe neurons
ninaE,3.4778187,1.2980624,0.0005055118093061122,0.04998105616684737,0.2755905511811024,Male,Optic lobe neurons
AIMP3,-3.6985605,-1.1932532,0.00021682569464458653,0.025412388384835245,0.16141732283464566,Male,Optic lobe neurons
lark,-3.8327646,-1.2183032,0.00012671114402877036,0.016088355568402938,0.16929133858267717,Male,Optic lobe neurons
CG15772,-4.6015306,-1.1328547,4.1939727759044466e-06,0.0010432721258265163,0.2578740157480315,Male,Optic lobe neurons
Task6,-5.2396393,-1.1255808,1.608908831009568e-07,5.942724163992614e-05,0.3090551181102362,Male,Optic lobe neurons
SdhB,-6.154526,-1.237496,7.530234016569241e-10,5.399177789880146e-07,0.3543307086614173,Male,Optic lobe neurons
RFeSP,-7.720999,-1.1848488,1.1542184790047701e-14,2.3447948400981907e-11,0.5905511811023622,Male,Optic lobe neurons
mt:lrRNA,15.921474,3.1530795,4.4965407552060624e-57,5.480833526520669e-53,0.9129129129129129,Male,Optic lobe type 2
snRNA:7SKa,15.385709,3.4823275,2.0412778580093431e-53,1.2440567905637942e-49,0.8858858858858859,Male,Optic lobe type 2
Cyt-c-p,6.998756,2.2987514,2.5824516829343107e-12,1.0492501187762104e-08,0.47147147147147145,Male,Optic lobe type 2
RpL41,5.964883,1.2368639,2.44809551630763e-09,5.967967249654741e-06,0.6816816816816816,Male,Optic lobe type 2
Mic10b,5.3878226,3.3858993,7.131642392236934e-08,0.00014487931519829332,0.2852852852852853,Male,Optic lobe type 2
ninaE,4.8785887,1.9828222,1.068476286817332e-06,0.0013023657460016459,0.34234234234234234,Male,Optic lobe type 2
Mpcp2,4.286551,1.0729504,1.8146869784462155e-05,0.014712365503525457,0.5255255255255256,Male,Optic lobe type 2
mt:lrRNA,10.148441,2.6202006,3.3669844187389144e-24,4.104017308000863e-20,0.9598214285714286,Male,Photoreceptor cells
Cyt-c-p,6.7076387,2.5730875,1.977988174689908e-11,1.2054848930647645e-07,0.65625,Male,Photoreceptor cells
snRNA:7SKa,5.7010756,2.1976597,1.1905374812981215e-08,4.837153786514268e-05,0.6473214285714286,Male,Photoreceptor cells
mt:srRNA,4.4679074,3.2221751,7.898842991017704e-06,0.01203487465218935,0.375,Male,Photoreceptor cells
Sod1,-4.2541413,-1.1352236,2.0985278404508665e-05,0.02325359622477783,0.5758928571428571,Male,Photoreceptor cells
mt:lrRNA,11.744313,2.9486792,7.553334524029776e-32,9.206759451339893e-28,0.96,Male,Surface glia and fat body
Cyt-c-p,9.199566,2.470558,3.5939832918086495e-20,2.1903531171927815e-16,0.8457142857142858,Male,Surface glia and fat body
Mic10b,5.35342,4.926352,8.630731131502882e-08,0.00021039996352377726,0.38285714285714284,Male,Surface glia and fat body
Mpcp2,5.20762,1.2334679,1.912782248127562e-07,0.0003885817137071142,0.7714285714285715,Male,Surface glia and fat body
snRNA:7SKa,4.79992,1.8893477,1.5872877561158888e-06,0.0019347450459296569,0.6171428571428571,Male,Surface glia and fat body
mAcon1,4.4367704,1.3366708,9.13184913235666e-06,0.007950579219592524,0.6114285714285714,Male,Surface glia and fat body
P5CDh1,4.247771,1.8730959,2.1590806143774556e-05,0.015480608005086357,0.4742857142857143,Male,Surface glia and fat body
Unr,4.163396,1.1198404,3.1354896537785476e-05,0.018199277804717483,0.72,Male,Surface glia and fat body
mt:srRNA,4.043921,2.520522,5.2564625945854916e-05,0.02785696633278372,0.36,Male,Surface glia and fat body
sun,4.004096,1.3814849,6.22550581978716e-05,0.03161778768224404,0.5714285714285714,Male,Surface glia and fat body
scaf,3.8920462,1.4984237,9.94023101547265e-05,0.046526092571721196,0.5257142857142857,Male,Surface glia and fat body
Dys,3.8562713,1.0888981,0.00011512973976584163,0.048390220620891156,0.7142857142857143,Male,Surface glia and fat body
ND-B16.6,-4.482671,-1.1266265,7.371466171379216e-06,0.00691160008945702,0.56,Male,Surface glia and fat body
COX5A,-5.4506197,-1.1663091,5.0194611102499866e-08,0.0001529555286820927,0.7257142857142858,Male,Surface glia and fat body
mt:lrRNA,35.77571,2.955621,2.636106238959567e-280,3.2131498946678165e-276,0.9541564792176039,Male,Unannotated
snRNA:7SKa,31.422419,3.016255,9.99842626613368e-217,6.093540887895171e-213,0.8453545232273839,Male,Unannotated
Cyt-c-p,23.32662,2.2544043,2.3806663698567897e-120,9.672647460728138e-117,0.7078239608801956,Male,Unannotated
RpL41,16.335114,1.2067126,5.552944134356924e-60,1.6921209013419135e-56,0.7940097799511002,Male,Unannotated
Mic10b,13.939807,3.01331,3.6291959855624293e-44,8.84725397360409e-41,0.34596577017114916,Male,Unannotated
sun,13.1267605,1.9306039,2.313436598189728e-39,4.699746449222433e-36,0.4187041564792176,Male,Unannotated
flw,11.489167,1.2687104,1.4954640965833677e-30,1.822821187325467e-27,0.5201711491442543,Male,Unannotated
mt:srRNA,10.348936,3.4015968,4.231626516746661e-25,3.684235400901789e-22,0.24144254278728605,Male,Unannotated
RNaseMRP:RNA,9.701227,3.6980665,2.978936245560097e-22,1.8155126948566013e-19,0.2206601466992665,Male,Unannotated
Nca,6.6646457,1.2900743,2.653045266269619e-11,4.7555836397882925e-09,0.2597799511002445,Male,Unannotated
AcCoAS,6.518094,1.2826918,7.120641831863844e-11,1.2224437082899776e-08,0.2610024449877751,Male,Unannotated
28SrRNA-Psi:CR40596,6.403308,2.9126973,1.5204611269039793e-10,2.504446037274676e-08,0.15647921760391198,Male,Unannotated
ninaE,6.0191193,1.0381713,1.7536857995193519e-09,2.40176137194847e-07,0.29095354523227385,Male,Unannotated
Tom6,5.6667914,1.5277457,1.4549625330530711e-08,1.705244068786912e-06,0.19559902200489,Male,Unannotated
pcs,5.099731,1.0894973,3.4013673781435177e-07,3.0484755126611277e-05,0.230440097799511,Male,Unannotated
Alat,4.790801,1.3806508,1.6611665852372614e-06,0.00012576372364880113,0.1754278728606357,Male,Unannotated
CG6330,4.4802017,1.1942998,7.457256546615273e-06,0.0005021906079927821,0.17970660146699266,Male,Unannotated
28SrRNA-Psi:CR45859,4.3315244,1.7633691,1.4808049758007374e-05,0.0009208944821446526,0.13447432762836187,Male,Unannotated
Rnf11,4.1882935,1.0124468,2.8105999095628108e-05,0.0016236209619744596,0.19193154034229828,Male,Unannotated
CG32544,4.153719,1.2445064,3.27114704073825e-05,0.0018459264481277095,0.1625916870415648,Male,Unannotated
CRMP,4.0055923,1.3363844,6.186228589907142e-05,0.0031816008557965466,0.1430317848410758,Male,Unannotated
MED21,3.9933338,1.8935627,6.515076868912156e-05,0.003308844664798761,0.11735941320293398,Male,Unannotated
ND-AGGG,3.319666,1.4800816,0.0009012525023584096,0.03174961488799611,0.10819070904645477,Male,Unannotated
CG31360,3.2018437,1.6296333,0.0013655105910227298,0.045600571490345354,0.09657701711491443,Male,Unannotated
CG5644,-3.308508,-1.1628937,0.0009379451985274138,0.03257154992834942,0.06601466992665037,Male,Unannotated
mt:lrRNA,19.58271,2.8145359,2.171507468496278e-85,2.6468504533501135e-81,0.9854651162790697,Male,"Unannotated (Eaat1-high, repo-negative)"
snRNA:7SKa,17.679438,2.8335807,6.039536322785065e-70,3.680795411921358e-66,0.9418604651162791,Male,"Unannotated (Eaat1-high, repo-negative)"
Cyt-c-p,16.93353,2.8364203,2.5463307615013985e-64,1.0345741883980183e-60,0.8866279069767442,Male,"Unannotated (Eaat1-high, repo-negative)"
His3.3B,11.913818,1.1235443,1.0027748314134709e-32,3.055705605024699e-29,0.9651162790697675,Male,"Unannotated (Eaat1-high, repo-negative)"
VhaM9.7-a,10.830258,1.5021946,2.474572575334189e-27,6.032513024149686e-24,0.8343023255813954,Male,"Unannotated (Eaat1-high, repo-negative)"
Mic10b,10.556961,3.052317,4.7168555348677724e-26,9.58229201908388e-23,0.5494186046511628,Male,"Unannotated (Eaat1-high, repo-negative)"
RpL41,10.388847,1.2174451,2.7870196889445727e-25,4.852997569792199e-22,0.8953488372093024,Male,"Unannotated (Eaat1-high, repo-negative)"
RpL29,9.784848,1.1390313,1.3079120095579587e-22,1.992767435562745e-19,0.877906976744186,Male,"Unannotated (Eaat1-high, repo-negative)"
flw,9.697494,1.6673124,3.089970361958995e-22,3.7663648741918194e-19,0.7238372093023255,Male,"Unannotated (Eaat1-high, repo-negative)"
sun,9.4662695,1.8233268,2.9001674131083705e-21,3.2136491453070844e-18,0.6744186046511628,Male,"Unannotated (Eaat1-high, repo-negative)"
eIF4EHP,8.607158,1.3126104,7.489413255085433e-18,7.607371513853029e-15,0.7674418604651163,Male,"Unannotated (Eaat1-high, repo-negative)"
CG7646,8.25542,1.0247631,1.513692064465515e-16,1.3178851838407258e-13,0.8604651162790697,Male,"Unannotated (Eaat1-high, repo-negative)"
RpL39,7.735389,1.0938386,1.0308727064421593e-14,6.2826537094117396e-12,0.7994186046511628,Male,"Unannotated (Eaat1-high, repo-negative)"
CG42613,6.740432,1.069308,1.579167817480505e-11,6.0738044838717565e-09,0.7180232558139535,Male,"Unannotated (Eaat1-high, repo-negative)"
mRpS5,6.7377577,1.0790607,1.6084971180697167e-11,6.0738044838717565e-09,0.7063953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
mt:srRNA,6.7067375,3.3035634,1.990237950260048e-11,7.135003051682272e-09,0.3313953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
Arf1,6.56483,1.0781639,5.2092281014644486e-11,1.670928456019741e-08,0.6976744186046512,Male,"Unannotated (Eaat1-high, repo-negative)"
Hsc70-4,6.309539,1.0275455,2.79867991761837e-10,8.122168932345312e-08,0.6831395348837209,Male,"Unannotated (Eaat1-high, repo-negative)"
chic,6.2706747,1.2318974,3.594867714339385e-10,1.0190195946530875e-07,0.563953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
RNaseMRP:RNA,6.117001,3.290995,9.535277069711002e-10,2.5266411348414654e-07,0.29941860465116277,Male,"Unannotated (Eaat1-high, repo-negative)"
Nca,6.084733,1.5824885,1.1668554887873392e-09,2.902612561801812e-07,0.4476744186046512,Male,"Unannotated (Eaat1-high, repo-negative)"
Tom6,6.0708275,1.840821,1.2725278000087064e-09,3.1021682708612246e-07,0.3953488372093023,Male,"Unannotated (Eaat1-high, repo-negative)"
pcs,5.5213814,1.3726068,3.363448461736248e-08,6.560509780610228e-06,0.4563953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
CG3009,5.406037,1.290304,6.443452634701603e-08,1.1061865375264484e-05,0.46511627906976744,Male,"Unannotated (Eaat1-high, repo-negative)"
CG32544,5.3869615,1.4253113,7.165882137942197e-08,1.2131241302691312e-05,0.4331395348837209,Male,"Unannotated (Eaat1-high, repo-negative)"
CG12025,5.2486196,1.0314158,1.532433658584292e-07,2.2504619113836068e-05,0.5523255813953488,Male,"Unannotated (Eaat1-high, repo-negative)"
CG44422,5.208329,1.0211087,1.9054885958623917e-07,2.700697731972871e-05,0.5755813953488372,Male,"Unannotated (Eaat1-high, repo-negative)"
Alat,5.1782002,1.2184739,2.2403654362109542e-07,3.1031607161335594e-05,0.46511627906976744,Male,"Unannotated (Eaat1-high, repo-negative)"
Cdc14,5.15859,1.0839319,2.4881646961710456e-07,3.4076673574863905e-05,0.5087209302325582,Male,"Unannotated (Eaat1-high, repo-negative)"
sordd1,4.9428763,1.6153141,7.69783528438985e-07,9.109603328293969e-05,0.3488372093023256,Male,"Unannotated (Eaat1-high, repo-negative)"
mAcon1,4.7572913,1.1026045,1.962081487639757e-06,0.00021164434737027432,0.4418604651162791,Male,"Unannotated (Eaat1-high, repo-negative)"
CG31360,4.6451554,2.2622118,3.3982027932748277e-06,0.00035707494695885235,0.26453488372093026,Male,"Unannotated (Eaat1-high, repo-negative)"
AcCoAS,4.6062913,1.4526802,4.099137934601735e-06,0.0004163699357071712,0.3313953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
Nt5b,4.427659,1.0288268,9.526133164587377e-06,0.0008665226652474294,0.45058139534883723,Male,"Unannotated (Eaat1-high, repo-negative)"
UBL3,4.3962827,1.037811,1.1012060490571127e-05,0.0009869559214674374,0.4418604651162791,Male,"Unannotated (Eaat1-high, repo-negative)"
CG10098,3.9208207,1.145452,8.824787494691057e-05,0.006009236579485436,0.3488372093023256,Male,"Unannotated (Eaat1-high, repo-negative)"
Mlc-c,3.8609202,1.6602364,0.00011296083981600712,0.007433154095976948,0.25872093023255816,Male,"Unannotated (Eaat1-high, repo-negative)"
CRMP,3.8479059,1.4614668,0.00011913176037398258,0.007642615932623546,0.2877906976744186,Male,"Unannotated (Eaat1-high, repo-negative)"
MED21,3.8422012,2.661894,0.00012193584432196542,0.007781549771939457,0.20348837209302326,Male,"Unannotated (Eaat1-high, repo-negative)"
CG8300,3.8122509,1.1145275,0.0001377070431618602,0.008696948959066912,0.34011627906976744,Male,"Unannotated (Eaat1-high, repo-negative)"
CG5282,3.8029804,1.284171,0.00014296564091933873,0.008982516480236184,0.3081395348837209,Male,"Unannotated (Eaat1-high, repo-negative)"
28SrRNA-Psi:CR40596,3.8011978,2.4300015,0.00014399835146224348,0.00898735624242954,0.21220930232558138,Male,"Unannotated (Eaat1-high, repo-negative)"
Rab21,3.7537763,2.2484035,0.0001741903179231384,0.010616028925825671,0.2180232558139535,Male,"Unannotated (Eaat1-high, repo-negative)"
Ccm3,3.7213302,1.3301784,0.00019817617086125288,0.011899356387329118,0.2877906976744186,Male,"Unannotated (Eaat1-high, repo-negative)"
Rheb,3.564269,1.1408119,0.0003648714980486719,0.019169908145324405,0.313953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
5-HT2A,3.3965116,1.0170312,0.0006825068659049392,0.031996446878905016,0.3313953488372093,Male,"Unannotated (Eaat1-high, repo-negative)"
RabGGTb,3.3526556,1.3956279,0.0008004022115882429,0.03695493392821626,0.23837209302325582,Male,"Unannotated (Eaat1-high, repo-negative)"
EMC7,-4.293239,-1.0121502,1.7608524860962328e-05,0.0014904882606268737,0.31976744186046513,Male,"Unannotated (Eaat1-high, repo-negative)"
mt:lrRNA,22.726345,3.225197,2.4597951786857786e-114,2.9982443433000955e-110,0.9347826086956522,Male,Unannotated (antennal/optic lobe mix)
snRNA:7SKa,20.193926,3.0871675,1.1070709162575904e-90,6.747043699131885e-87,0.8731884057971014,Male,Unannotated (antennal/optic lobe mix)
Cyt-c-p,12.613557,2.196442,1.7778538158213827e-36,7.223420053682278e-33,0.6612318840579711,Male,Unannotated (antennal/optic lobe mix)
Mic10b,9.509478,3.178635,1.916214924283657e-21,4.671348742418698e-18,0.39311594202898553,Male,Unannotated (antennal/optic lobe mix)
RpL41,9.046386,1.1896048,1.4777833906791615e-19,3.0021169581647167e-16,0.7373188405797102,Male,Unannotated (antennal/optic lobe mix)
eIF4EHP,6.902353,1.0456223,5.114820027488184e-12,5.66768557409577e-09,0.5905797101449275,Male,Unannotated (antennal/optic lobe mix)
VhaM9.7-a,6.8195124,1.1681832,9.13499172736662e-12,8.565108781913212e-09,0.5489130434782609,Male,Unannotated (antennal/optic lobe mix)
RNaseMRP:RNA,6.030718,4.430519,1.6323309377393891e-09,9.948240900052708e-07,0.21920289855072464,Male,Unannotated (antennal/optic lobe mix)
CG42613,5.519884,1.2011366,3.392231373435887e-08,1.653916328432401e-05,0.4365942028985507,Male,Unannotated (antennal/optic lobe mix)
sun,5.388949,1.4885529,7.087097107157603e-08,2.7866008593272267e-05,0.338768115942029,Male,Unannotated (antennal/optic lobe mix)
ninaE,5.0161233,1.4934312,5.272444869049678e-07,0.00014605870570192392,0.3115942028985507,Male,Unannotated (antennal/optic lobe mix)
mt:srRNA,4.765481,3.6898944,1.8840377347443018e-06,0.00045028501860388815,0.18115942028985507,Male,Unannotated (antennal/optic lobe mix)
Serinc,4.228213,1.3155079,2.355550237441898e-05,0.0038799732221863905,0.2898550724637681,Male,Unannotated (antennal/optic lobe mix)
28SrRNA-Psi:CR40596,4.00984,2.7671292,6.0759957207462455e-05,0.008712977863550115,0.16847826086956522,Male,Unannotated (antennal/optic lobe mix)
AcCoAS,3.5757463,1.2236235,0.00034923028503262035,0.03767051278108504,0.2554347826086957,Male,Unannotated (antennal/optic lobe mix)
Nca,3.512975,1.2152303,0.00044311904768352776,0.04538805102701277,0.25905797101449274,Male,Unannotated (antennal/optic lobe mix)
eEF1beta,-4.2615433,-1.0264293,2.030199749142305e-05,0.0033898773619582953,0.21014492753623187,Male,Unannotated (antennal/optic lobe mix)
mt:lrRNA,22.607828,3.4706566,3.629610103725743e-113,4.424131755431309e-109,0.9376026272577996,Male,Unannotated (mixed identity; excluded)
snRNA:7SKa,17.750349,3.215525,1.7128410288338926e-70,1.0438909650228159e-66,0.7487684729064039,Male,Unannotated (mixed identity; excluded)
Cyt-c-p,13.827253,2.3003254,1.7455849658322593e-43,7.09231171617647e-40,0.6945812807881774,Male,Unannotated (mixed identity; excluded)
RpL41,10.070518,1.2422513,7.458432663139701e-24,2.2727708932752456e-20,0.8653530377668309,Male,Unannotated (mixed identity; excluded)
Mic10b,8.300146,3.2036989,1.0398377514804486e-16,2.1124303921325314e-13,0.3185550082101806,Male,Unannotated (mixed identity; excluded)
sif,7.8865767,1.4132985,3.1058845442564594e-15,5.408232387134569e-12,0.5435139573070608,Male,Unannotated (mixed identity; excluded)
flw,7.6679773,1.6090128,1.7472992476621502e-14,2.129783052975395e-11,0.45977011494252873,Male,Unannotated (mixed identity; excluded)
RpL29,7.4950576,1.1104786,6.626930232635954e-14,7.343241145963604e-11,0.6469622331691297,Male,Unannotated (mixed identity; excluded)
VhaM9.7-a,7.281358,1.4129763,3.304767909735781e-13,3.0986012347514956e-10,0.48440065681444994,Male,Unannotated (mixed identity; excluded)
His3.3B,7.151589,1.0524273,8.577905784981668e-13,6.534755850821347e-10,0.6600985221674877,Male,Unannotated (mixed identity; excluded)
CG42613,7.1150765,1.1612982,1.1185058984127465e-12,8.019687291619393e-10,0.6863711001642037,Male,Unannotated (mixed identity; excluded)
sun,7.008069,1.7014872,2.4162992756336423e-12,1.6362373261499147e-09,0.3924466338259442,Male,Unannotated (mixed identity; excluded)
RpL39,6.76576,1.0664946,1.32611245420787e-11,7.697135573495108e-09,0.6124794745484401,Male,Unannotated (mixed identity; excluded)
orb2,5.8019776,1.09754,6.55373101642112e-09,2.3495125693869715e-06,0.46798029556650245,Male,Unannotated (mixed identity; excluded)
trv,5.432587,1.024242,5.554285954928387e-08,1.6512485732834658e-05,0.4827586206896552,Male,Unannotated (mixed identity; excluded)
CanA-14F,5.4163857,1.068421,6.081585329381792e-08,1.7649629423770157e-05,0.44170771756978655,Male,Unannotated (mixed identity; excluded)
eIF4EHP,5.4041357,1.1766893,6.512157399497094e-08,1.8459694544760484e-05,0.40229885057471265,Male,Unannotated (mixed identity; excluded)
CG7646,5.2808475,1.0485014,1.285876277077906e-07,3.562169532114226e-05,0.43349753694581283,Male,Unannotated (mixed identity; excluded)
CG10433,5.194862,1.3199166,2.0487184240003793e-07,5.113639587158707e-05,0.35139573070607555,Male,Unannotated (mixed identity; excluded)
mt:srRNA,5.185457,3.745545,2.1548552765956323e-07,5.2531061932848324e-05,0.18719211822660098,Male,Unannotated (mixed identity; excluded)
Smr,5.0332437,1.006312,4.822495741092177e-07,0.00010687527379667734,0.4351395730706076,Male,Unannotated (mixed identity; excluded)
28SrRNA-Psi:CR40596,4.88917,3.8215127,1.0126189980551625e-06,0.00021181920878290142,0.17569786535303777,Male,Unannotated (mixed identity; excluded)
RNaseMRP:RNA,4.780266,3.6922555,1.7506376532740377e-06,0.00032828495931934226,0.17569786535303777,Male,Unannotated (mixed identity; excluded)
Nca,4.6620355,1.6681151,3.130974609651903e-06,0.0005530934712615514,0.2512315270935961,Male,Unannotated (mixed identity; excluded)
mRpS5,4.5539207,1.0083241,5.265514266691932e-06,0.0008673155864419994,0.3842364532019704,Male,Unannotated (mixed identity; excluded)
Hsc70-4,4.5140896,1.0254476,6.358939636825616e-06,0.0009937066055547106,0.3727422003284072,Male,Unannotated (mixed identity; excluded)
beta-Spec,4.462482,1.0874413,8.101566966107745e-06,0.0012100574478544027,0.3415435139573071,Male,Unannotated (mixed identity; excluded)
bnb,4.415538,1.1716193,1.0075917226371674e-05,0.001462087560383861,0.31198686371100165,Male,Unannotated (mixed identity; excluded)
CG6356,4.3806853,1.6028022,1.1830671609609516e-05,0.0016767913517387256,0.2627257799671593,Male,Unannotated (mixed identity; excluded)
Arf1,4.2954106,1.0998771,1.74370169365499e-05,0.0021911319529856364,0.33004926108374383,Male,Unannotated (mixed identity; excluded)
ninaE,4.211164,1.2648407,2.5405846685018373e-05,0.0030359986788596957,0.28407224958949095,Male,Unannotated (mixed identity; excluded)
Akap200,4.1950417,1.8374624,2.728216734357882e-05,0.0031975224783738682,0.20032840722495895,Male,Unannotated (mixed identity; excluded)
