names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,sex,cluster
RpS24,-8.2657175,-1.0005314,1.3885683115568286e-16,1.6593391323104102e-14,0.4909478168264111,Female,Unannotated (mixed identity; excluded)
GstD1,-8.594753,-1.3342457,8.344408988022593e-18,1.2108333470834213e-15,0.3706070287539936,Female,Unannotated (mixed identity; excluded)
CAH1,-8.736061,-1.6288761,2.4138030173627125e-18,3.821018828394039e-16,0.2896698615548456,Female,Unannotated (mixed identity; excluded)
euc,-8.823038,-1.3218212,1.113957011560931e-18,1.8348678397184037e-16,0.47071352502662406,Female,Unannotated (mixed identity; excluded)
RpS13,-9.134807,-1.1255863,6.552401298520317e-20,1.3311203237944024e-17,0.48775292864749736,Female,Unannotated (mixed identity; excluded)
Tctp,-9.147054,-1.0407633,5.850743659676241e-20,1.2087239740304017e-17,0.5527156549520766,Female,Unannotated (mixed identity; excluded)
eEF1alpha1,-9.479221,-1.1216884,2.5618799868130405e-21,6.24535103185283e-19,0.5665601703940362,Female,Unannotated (mixed identity; excluded)
nrv2,-9.802474,-1.034303,1.0986119335214469e-22,3.043404740384754e-20,0.6315228966986155,Female,Unannotated (mixed identity; excluded)
RpS23,-10.063325,-1.1342349,8.024143554671179e-24,2.7168412718857502e-21,0.5228966986155484,Female,Unannotated (mixed identity; excluded)
Gs2,-10.662127,-1.6973591,1.530578897484372e-26,7.773427575598755e-24,0.4110756123535676,Female,Unannotated (mixed identity; excluded)
